user_id,age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year,great_customer_class
1044948,18.0,private,58607.0,7,Never-married,service,caucasian,Male,0.0,0.0,20,,466.0,0
1018840,43.0,private,37417.5,10,Married,clerical,caucasian,Female,4064.0,0.0,15,323.0,119.0,0
1001372,26.0,government,,6,Never-married,cleaner,not_caucasian,Male,0.0,0.0,40,103.0,171.0,0
1037751,55.0,self_employed,17001.5,4,Never-married,service,caucasian,Female,0.0,0.0,60,310.0,487.0,0
1038959,31.0,private,35668.75,10,Never-married,executive,caucasian,Male,0.0,0.0,40,,49.0,0
1015581,50.0,government,26769.75,9,Married,service,caucasian,Male,0.0,0.0,40,,257.0,0
1009089,19.0,,56413.5,9,Never-married,,not_caucasian,Male,0.0,0.0,40,,,0
1006559,30.0,private,6941.5,14,Married,sales,caucasian,Male,0.0,0.0,40,164.0,,0
1045831,30.0,private,9787.5,9,Married,factory,caucasian,Male,0.0,0.0,40,422.0,38.0,0
1017543,69.0,,48944.75,11,Widowed,,caucasian,Female,0.0,0.0,1,,420.0,0
1044222,19.0,private,69528.75,10,Never-married,service,caucasian,Male,0.0,0.0,12,,235.0,0
1022039,20.0,private,41451.0,10,Never-married,clerical,not_caucasian,Female,0.0,0.0,40,221.0,491.0,0
1018499,34.0,private,55331.0,9,Never-married,factory,not_caucasian,Female,0.0,0.0,40,490.0,316.0,0
1017692,,self_employed,49236.25,9,Married,service,not_caucasian,Male,0.0,0.0,78,137.0,,0
1045775,39.0,government,35724.25,11,Never-married,executive,caucasian,Female,0.0,0.0,50,,392.0,0
1046526,18.0,private,62980.75,7,Never-married,sales,caucasian,Female,0.0,0.0,15,254.0,86.0,0
1014892,34.0,self_employed,128494.25,9,Divorced,craft,not_caucasian,Male,0.0,0.0,50,91.0,417.0,0
1043099,14.0,private,50508.25,13,Married,professional,caucasian,Male,0.0,0.0,40,301.0,,0
1006413,43.0,private,48976.0,9,Married,trucker,caucasian,Male,0.0,0.0,45,,,0
1036754,33.0,government,28634.25,13,Married,professional,caucasian,Male,0.0,0.0,40,271.0,,0
1035886,40.0,private,42856.0,9,Divorced,trucker,caucasian,Male,0.0,0.0,40,405.0,373.0,0
1048470,19.0,,51217.0,9,Married,,caucasian,Female,0.0,0.0,36,,108.0,0
1008193,29.0,government,67594.75,9,Never-married,service,not_caucasian,Female,0.0,0.0,40,418.0,299.0,0
1011638,35.0,private,41545.25,9,Widowed,estate_agent,not_caucasian,Female,0.0,0.0,25,,,0
1041646,26.0,private,46348.5,6,Never-married,cleaner,caucasian,Female,0.0,0.0,34,59.0,,0
1001697,69.0,private,,11,Widowed,clerical,caucasian,Female,,0.0,40,414.0,151.0,0
1015676,26.0,private,,14,Never-married,professional,caucasian,Female,0.0,0.0,40,,167.0,0
1036159,23.0,private,7870.25,13,Divorced,service,caucasian,Female,0.0,0.0,24,212.0,,0
1003023,46.0,private,40831.0,9,Married,service,caucasian,Female,0.0,0.0,40,329.0,107.0,0
1002380,25.0,private,83844.0,12,Never-married,clerical,caucasian,Female,0.0,0.0,38,140.0,250.0,0
1025127,14.0,private,90804.75,10,Never-married,estate_agent,caucasian,Female,0.0,0.0,6,97.0,,0
1008574,43.0,private,69999.0,9,Never-married,craft,caucasian,Male,0.0,0.0,20,156.0,312.0,0
1045474,41.0,self_employed,71759.25,9,Married,professional,caucasian,Male,0.0,0.0,40,485.0,322.0,0
1017535,28.0,self_employed,54638.75,10,Never-married,trucker,caucasian,Male,0.0,1762.0,40,,344.0,0
1025945,52.0,private,39977.0,8,Never-married,factory,caucasian,Male,0.0,0.0,40,,205.0,0
1024503,28.0,,47575.75,12,Never-married,,caucasian,Male,0.0,0.0,40,109.0,452.0,0
1024932,49.0,self_employed,38872.25,10,Married,craft,caucasian,Male,0.0,0.0,65,,274.0,0
1034455,20.0,government,11771.25,6,Married,craft,caucasian,Male,0.0,0.0,40,472.0,,0
1019922,14.0,private,47458.0,12,Never-married,trucker,caucasian,Female,0.0,0.0,40,295.0,,0
1038078,44.0,self_employed,17817.25,13,Divorced,executive,caucasian,Male,0.0,0.0,40,,75.0,0
1036547,25.0,,83844.0,13,Never-married,,caucasian,Female,0.0,0.0,30,29.0,126.0,0
1020214,18.0,private,62669.75,9,Married,craft,caucasian,Male,0.0,0.0,40,93.0,,0
1022404,56.0,private,21896.0,9,Widowed,service,caucasian,Female,0.0,0.0,40,416.0,388.0,0
1000997,14.0,private,38082.0,10,Never-married,farm,caucasian,Male,0.0,0.0,40,404.0,,0
1035314,21.0,government,49206.75,12,Never-married,tech,caucasian,Male,0.0,0.0,10,54.0,340.0,0
1025738,14.0,private,38186.0,10,Never-married,service,not_caucasian,Female,0.0,0.0,40,,,0
1021667,23.0,government,35636.75,9,Married,executive,caucasian,Male,0.0,0.0,40,,33.0,0
1008239,64.0,private,52961.5,6,Married,lawenf,caucasian,Male,0.0,0.0,40,97.0,270.0,0
1007526,26.0,private,94004.0,9,Never-married,service,caucasian,Female,0.0,0.0,30,,9.0,0
1011507,21.0,private,57561.5,13,Never-married,sales,caucasian,Male,0.0,0.0,40,331.0,,0
1028389,34.0,private,73516.0,14,Married,executive,caucasian,Male,0.0,0.0,50,,155.0,0
1044895,19.0,private,34690.0,9,Never-married,factory,caucasian,Male,0.0,0.0,40,,130.0,0
1024630,36.0,government,78003.75,9,Never-married,service,not_caucasian,Female,0.0,0.0,40,125.0,,0
1036609,66.0,private,,13,Divorced,professional,caucasian,Female,0.0,0.0,8,138.0,108.0,0
1001777,39.0,private,23509.0,9,Divorced,cleaner,caucasian,Male,0.0,0.0,40,436.0,302.0,0
1044767,24.0,private,100917.75,9,Married,craft,caucasian,Male,0.0,0.0,60,169.0,130.0,0
1001042,44.0,government,66866.0,10,Divorced,tech,not_caucasian,Female,0.0,0.0,40,236.0,38.0,0
1047998,37.0,private,63905.25,9,Divorced,craft,caucasian,Male,0.0,0.0,50,,273.0,0
1022965,20.0,self_employed,70257.5,9,Never-married,sales,caucasian,Male,0.0,0.0,66,,,0
1001944,14.0,,57081.5,10,Never-married,,caucasian,Male,,0.0,60,,,0
1025799,25.0,private,48455.0,14,Never-married,professional,caucasian,Female,0.0,0.0,40,,306.0,0
1013659,17.0,,39942.75,6,Never-married,,not_caucasian,Male,,0.0,6,278.0,441.0,0
1017980,54.0,private,44481.75,14,Married,professional,caucasian,Male,0.0,0.0,60,,444.0,0
1020907,24.0,self_employed,69425.0,10,Divorced,cleaner,caucasian,Male,0.0,0.0,45,460.0,50.0,0
1036909,14.0,private,49325.75,13,Never-married,professional,caucasian,Female,,0.0,40,,,0
1001193,51.0,private,38163.0,7,Divorced,factory,caucasian,Male,0.0,0.0,40,75.0,324.0,0
1045921,35.0,self_employed,47135.0,5,Married,craft,caucasian,Male,0.0,0.0,50,431.0,180.0,0
1039123,25.0,private,67055.5,9,Divorced,cleaner,not_caucasian,Female,0.0,0.0,40,414.0,271.0,0
1002707,37.0,private,48705.0,9,Divorced,craft,caucasian,Female,0.0,0.0,42,88.0,199.0,0
1017914,27.0,private,,3,Never-married,farm,caucasian,Male,0.0,0.0,35,215.0,250.0,0
1028327,20.0,private,58495.0,7,Married,trucker,caucasian,Male,0.0,0.0,40,,,0
1003202,17.0,private,61895.0,8,Never-married,cleaner,caucasian,Male,0.0,0.0,18,422.0,295.0,0
1012523,21.0,private,13866.25,6,Never-married,factory,caucasian,Male,0.0,0.0,40,215.0,295.0,0
1048563,17.0,private,77976.75,7,Never-married,service,caucasian,Male,0.0,0.0,25,76.0,200.0,0
1002780,39.0,private,75403.5,9,Married,trucker,caucasian,Male,0.0,0.0,40,223.0,459.0,0
1009673,21.0,private,75985.5,10,Married,sales,caucasian,Male,0.0,0.0,50,125.0,,0
1046478,22.0,private,38737.5,15,Never-married,professional,caucasian,Male,0.0,0.0,40,478.0,,0
1043997,39.0,private,85612.0,13,Married,clerical,caucasian,Male,0.0,0.0,45,417.0,325.0,0
1036917,23.0,private,37972.0,9,Divorced,craft,caucasian,Male,4650.0,0.0,50,371.0,396.0,0
1039089,36.0,government,52736.25,10,Married,clerical,caucasian,Male,0.0,0.0,70,,112.0,0
1035215,48.0,,,13,Widowed,,caucasian,Female,0.0,0.0,40,371.0,,0
1026410,37.0,private,41962.75,9,Married,craft,caucasian,Male,0.0,0.0,50,455.0,314.0,0
1008541,53.0,private,26064.5,6,Married,craft,caucasian,Male,0.0,0.0,40,,270.0,0
1037439,25.0,,42607.0,13,Never-married,,not_caucasian,Male,0.0,0.0,28,,271.0,0
1048508,21.0,private,30587.0,10,Never-married,tech,caucasian,Female,0.0,0.0,35,98.0,5.0,0
1024308,,private,,13,Divorced,executive,caucasian,Female,0.0,0.0,55,,310.0,0
1040539,36.0,private,47417.5,9,Married,factory,caucasian,Female,0.0,0.0,50,,130.0,0
1003111,24.0,private,48561.75,13,Never-married,sales,caucasian,Male,0.0,0.0,40,188.0,51.0,0
1042100,63.0,,20760.75,13,Married,,caucasian,Male,0.0,2179.0,45,75.0,469.0,0
1018628,18.0,private,168855.25,5,Never-married,cleaner,caucasian,Male,594.0,0.0,40,244.0,137.0,0
1004623,47.0,government,68664.25,9,Married,service,caucasian,Male,3908.0,0.0,40,189.0,379.0,0
1000704,41.0,self_employed,66165.75,7,Divorced,service,caucasian,Female,0.0,0.0,40,362.0,371.0,0
1035299,39.0,self_employed,60438.25,9,Divorced,service,caucasian,Female,0.0,0.0,40,498.0,,0
1025859,14.0,private,53101.75,9,Never-married,factory,caucasian,Male,0.0,0.0,40,9.0,,0
1027504,40.0,private,29514.5,10,Married,trucker,caucasian,Male,0.0,0.0,50,,,0
1031325,36.0,government,232737.0,10,Divorced,clerical,not_caucasian,Female,6497.0,0.0,56,158.0,343.0,0
1025976,52.0,self_employed,,10,Married,sales,caucasian,Male,,0.0,50,,390.0,0
1022645,33.0,private,41176.75,12,Never-married,executive,caucasian,Female,2174.0,0.0,55,465.0,298.0,0
1020027,38.0,private,74031.25,9,Divorced,estate_agent,not_caucasian,Female,0.0,0.0,30,,190.0,0
1040487,43.0,private,27987.25,9,Married,service,caucasian,Female,0.0,0.0,35,362.0,337.0,0
1032444,,private,58118.75,9,Divorced,craft,caucasian,Male,0.0,0.0,40,482.0,239.0,0
1021098,27.0,private,29132.75,13,Never-married,executive,caucasian,Female,0.0,0.0,40,485.0,70.0,0
1038839,42.0,private,17117.25,9,Married,craft,caucasian,Male,0.0,0.0,40,159.0,484.0,0
1032476,,private,51004.5,7,Never-married,sales,caucasian,Male,0.0,0.0,15,,145.0,0
1003186,24.0,private,31252.5,13,Never-married,clerical,caucasian,Female,0.0,0.0,45,445.0,197.0,0
1018300,14.0,private,48272.25,7,Never-married,craft,caucasian,Male,0.0,0.0,40,379.0,,0
1003820,42.0,private,49452.5,10,Divorced,professional,caucasian,Female,0.0,0.0,40,291.0,119.0,0
1000065,41.0,private,27478.0,13,Never-married,service,caucasian,Female,0.0,0.0,40,129.0,415.0,0
1029134,37.0,,37066.5,15,Married,,caucasian,Male,0.0,0.0,6,411.0,148.0,0
1027592,29.0,private,65343.75,9,Never-married,clerical,not_caucasian,Female,0.0,0.0,60,,378.0,0
1006727,37.0,private,20630.25,10,Married,professional,caucasian,Male,4064.0,0.0,46,,406.0,0
1014430,14.0,,64666.0,10,Never-married,,caucasian,Male,0.0,0.0,40,306.0,,0
1029154,14.0,private,45453.5,9,Never-married,craft,caucasian,Female,0.0,0.0,40,369.0,,0
1040619,48.0,private,43633.25,9,Married,factory,caucasian,Male,0.0,0.0,40,351.0,90.0,0
1008112,41.0,private,43849.5,9,Divorced,factory,caucasian,Female,0.0,0.0,45,306.0,193.0,0
1046708,42.0,private,71189.5,9,Divorced,executive,caucasian,Female,0.0,0.0,40,310.0,369.0,0
1001162,36.0,self_employed,67377.25,9,Divorced,sales,caucasian,Male,0.0,0.0,35,72.0,371.0,0
1041317,65.0,private,38380.5,9,Widowed,service,caucasian,Female,0.0,0.0,17,128.0,226.0,0
1005999,55.0,private,33036.25,5,Married,sales,caucasian,Male,0.0,0.0,45,,258.0,0
1043176,21.0,government,20917.75,10,Never-married,clerical,not_caucasian,Female,0.0,0.0,40,347.0,,0
1009296,28.0,self_employed,43927.5,9,Never-married,sales,caucasian,Female,0.0,0.0,40,,75.0,0
1020530,68.0,private,63466.5,13,Married,sales,caucasian,Male,0.0,0.0,30,352.0,421.0,0
1004199,27.0,private,116984.0,10,Married,clerical,caucasian,Male,0.0,0.0,48,136.0,496.0,0
1010824,28.0,private,34868.25,9,Married,craft,caucasian,Male,0.0,0.0,50,119.0,,0
1033684,45.0,private,24294.0,7,Divorced,clerical,caucasian,Female,0.0,0.0,16,,347.0,0
1028253,51.0,private,61468.25,10,Married,clerical,caucasian,Female,0.0,0.0,40,479.0,113.0,0
1032251,32.0,private,51917.0,9,Married,craft,caucasian,Male,0.0,0.0,50,242.0,333.0,0
1034223,,private,38651.0,9,Divorced,sales,caucasian,Female,0.0,0.0,40,25.0,323.0,0
1044612,31.0,private,18625.25,9,Divorced,service,caucasian,Female,0.0,0.0,30,,9.0,0
1036798,46.0,private,6695.25,9,Married,craft,not_caucasian,Male,0.0,0.0,40,,486.0,0
1003181,45.0,private,,5,Never-married,service,caucasian,Male,0.0,0.0,20,459.0,167.0,0
1011326,31.0,private,75669.75,9,Married,craft,caucasian,Male,0.0,0.0,40,345.0,413.0,0
1021059,28.0,,50204.75,4,Divorced,,caucasian,Male,0.0,0.0,84,,408.0,0
1042268,24.0,private,115705.0,13,Never-married,farm,caucasian,Male,0.0,0.0,40,150.0,385.0,0
1002526,41.0,private,66483.0,9,Divorced,clerical,caucasian,Female,,0.0,45,,166.0,0
1026023,64.0,private,66415.25,9,Married,trucker,caucasian,Male,0.0,0.0,40,138.0,261.0,0
1016439,29.0,private,47883.75,9,Divorced,craft,caucasian,Male,0.0,,60,,282.0,0
1014282,34.0,private,39796.75,9,Married,factory,caucasian,Male,,0.0,45,,363.0,0
1022656,40.0,self_employed,26252.5,9,Married,farm,caucasian,Male,0.0,2051.0,20,125.0,,0
1012135,26.0,private,,10,Never-married,sales,caucasian,Female,0.0,0.0,40,414.0,162.0,0
1045195,45.0,private,24025.0,4,Married,factory,not_caucasian,Male,0.0,0.0,40,127.0,246.0,0
1013758,19.0,private,37951.5,10,Never-married,service,caucasian,Female,0.0,0.0,40,84.0,126.0,0
1019754,18.0,private,10818.0,10,Never-married,service,caucasian,Male,,0.0,20,485.0,55.0,0
1000560,43.0,private,31394.25,9,Divorced,clerical,not_caucasian,Female,0.0,,40,,180.0,0
1011887,18.0,private,54525.0,7,Never-married,sales,caucasian,Female,0.0,0.0,25,108.0,108.0,0
1044519,,private,51395.25,10,Divorced,tech,caucasian,Female,0.0,0.0,50,67.0,53.0,0
1012406,42.0,self_employed,13645.75,13,Divorced,professional,caucasian,Female,0.0,0.0,30,259.0,101.0,0
1029288,19.0,private,7036.25,9,Never-married,service,caucasian,Female,0.0,0.0,52,428.0,177.0,0
1030189,30.0,private,51512.75,9,Married,trucker,caucasian,Male,0.0,0.0,40,422.0,484.0,0
1044020,24.0,private,29227.5,9,Married,craft,caucasian,Male,0.0,0.0,50,306.0,,0
1042441,,private,34397.75,10,Never-married,sales,caucasian,Male,0.0,0.0,10,232.0,463.0,0
1009164,20.0,self_employed,116431.25,9,Divorced,cleaner,caucasian,Male,0.0,0.0,25,313.0,45.0,0
1043247,17.0,private,30017.0,7,Never-married,cleaner,caucasian,Male,0.0,0.0,17,,158.0,0
1038822,26.0,private,54953.5,5,Married,craft,caucasian,Male,0.0,0.0,35,286.0,,0
1035985,28.0,private,22389.75,10,Divorced,professional,caucasian,Female,0.0,0.0,40,299.0,,0
1009837,33.0,private,65485.75,6,Married,factory,caucasian,Male,0.0,0.0,40,82.0,464.0,0
1021914,21.0,private,62489.25,9,Never-married,clerical,caucasian,Male,0.0,0.0,40,59.0,356.0,0
1027213,14.0,,54127.0,8,Never-married,,caucasian,Male,0.0,0.0,25,,,0
1011022,30.0,private,40361.0,11,Married,cleaner,caucasian,Male,0.0,0.0,38,,322.0,0
1003995,25.0,private,15489.0,13,Never-married,executive,caucasian,Male,4650.0,0.0,45,261.0,160.0,0
1016582,21.0,private,38429.5,10,Never-married,service,not_caucasian,Female,0.0,0.0,25,163.0,260.0,0
1004907,54.0,private,87940.0,10,Divorced,clerical,caucasian,Female,0.0,0.0,35,420.0,199.0,0
1026956,33.0,private,42374.0,9,Married,cleaner,caucasian,Male,0.0,0.0,40,362.0,158.0,0
1040081,56.0,self_employed,89016.75,14,Never-married,sales,caucasian,Male,0.0,0.0,16,200.0,114.0,0
1040977,36.0,private,18224.0,5,Married,factory,caucasian,Male,0.0,0.0,43,90.0,,0
1024064,16.0,self_employed,70419.5,11,Married,farm,caucasian,Male,,0.0,55,,,0
1005972,40.0,,23762.25,11,Divorced,,caucasian,Female,0.0,0.0,40,436.0,492.0,0
1003244,32.0,government,49336.0,9,Married,factory,caucasian,Male,0.0,0.0,40,276.0,,0
1037196,60.0,,40986.5,5,Married,,caucasian,Male,0.0,0.0,40,133.0,35.0,0
1002920,66.0,,52418.5,4,Divorced,,caucasian,Female,0.0,0.0,7,376.0,,0
1037311,31.0,private,59588.75,3,Married,farm,caucasian,Male,,0.0,40,,,0
1011458,35.0,private,35355.0,9,Married,trucker,caucasian,Male,0.0,0.0,40,457.0,404.0,0
1047905,29.0,private,65431.25,13,Never-married,clerical,caucasian,Female,0.0,0.0,35,410.0,372.0,0
1030940,27.0,private,41231.0,9,Never-married,craft,caucasian,Male,0.0,0.0,40,90.0,20.0,0
1032263,,private,51426.5,9,Never-married,executive,caucasian,Female,0.0,0.0,40,,,0
1036680,60.0,,10388.25,10,Widowed,,not_caucasian,Female,0.0,0.0,40,453.0,443.0,0
1016944,33.0,government,48590.0,14,Never-married,professional,caucasian,Male,0.0,0.0,38,20.0,,0
1036852,18.0,private,49654.0,8,Never-married,craft,caucasian,Male,594.0,0.0,20,177.0,309.0,0
1019851,35.0,private,57513.5,4,Married,factory,caucasian,Male,0.0,0.0,40,,457.0,0
1015070,22.0,private,95549.75,13,Married,sales,caucasian,Male,,0.0,40,,127.0,0
1042551,41.0,private,17661.25,14,Widowed,professional,caucasian,Female,4650.0,0.0,55,200.0,116.0,0
1033801,21.0,self_employed,89286.25,16,Never-married,professional,caucasian,Female,0.0,0.0,48,6.0,,0
1009153,29.0,self_employed,,9,Divorced,craft,caucasian,Male,0.0,,50,329.0,,0
1043100,18.0,government,13914.5,6,Never-married,service,caucasian,Male,0.0,0.0,25,,294.0,0
1028775,22.0,private,37051.75,11,Married,craft,caucasian,Male,0.0,0.0,40,,,0
1010282,43.0,private,82305.5,13,Married,craft,not_caucasian,Male,0.0,1740.0,40,402.0,,0
1044879,30.0,private,34743.75,9,Married,craft,caucasian,Male,0.0,0.0,56,363.0,,0
1009369,67.0,private,44097.0,9,Never-married,executive,caucasian,Female,0.0,0.0,45,315.0,69.0,0
1036892,27.0,self_employed,,13,Never-married,professional,caucasian,Female,0.0,0.0,40,174.0,227.0,0
1023376,,self_employed,6026.5,9,Married,tech,caucasian,Male,0.0,0.0,30,,,0
1047953,27.0,private,95140.0,9,Never-married,farm,caucasian,Male,0.0,0.0,40,317.0,15.0,0
1019664,30.0,private,81893.25,11,Married,craft,caucasian,Male,0.0,0.0,40,216.0,,0
1011253,55.0,,22572.5,9,Divorced,,caucasian,Male,0.0,,40,318.0,197.0,0
1023557,30.0,private,86791.5,9,Never-married,executive,caucasian,Male,0.0,0.0,60,281.0,291.0,0
1048086,19.0,private,59462.0,10,Never-married,service,caucasian,Male,0.0,0.0,3,,193.0,0
1048638,35.0,private,22389.75,10,Divorced,clerical,caucasian,Female,0.0,0.0,55,96.0,373.0,0
1009344,30.0,private,45950.25,9,Married,craft,caucasian,Male,0.0,0.0,40,31.0,490.0,0
1024035,18.0,private,111205.5,7,Never-married,sales,caucasian,Female,0.0,0.0,8,497.0,263.0,0
1030791,38.0,private,95135.75,9,Never-married,service,not_caucasian,Female,0.0,0.0,30,401.0,153.0,0
1012639,49.0,private,51943.0,9,Divorced,tech,caucasian,Male,0.0,0.0,40,180.0,251.0,0
1043960,24.0,private,50739.75,11,Never-married,clerical,caucasian,Female,0.0,0.0,40,58.0,261.0,0
1012809,,government,14091.25,14,Married,professional,not_caucasian,Male,0.0,0.0,20,72.0,394.0,0
1028518,22.0,private,17169.5,9,Married,sales,not_caucasian,Male,0.0,,40,,225.0,0
1011882,70.0,self_employed,11644.25,13,Widowed,farm,caucasian,Female,0.0,0.0,6,394.0,338.0,0
1030844,29.0,private,25268.25,12,Married,sales,caucasian,Male,0.0,0.0,24,383.0,,0
1004276,24.0,private,63691.75,7,Never-married,sales,caucasian,Male,0.0,0.0,40,,326.0,0
1010933,39.0,private,53210.0,13,Divorced,professional,not_caucasian,Female,0.0,,40,418.0,77.0,0
1034642,24.0,private,,9,Never-married,sales,caucasian,Male,0.0,0.0,35,22.0,97.0,0
1000740,23.0,private,60930.75,9,Married,service,caucasian,Female,0.0,0.0,40,174.0,345.0,0
1032606,32.0,private,74908.75,11,Married,craft,caucasian,Male,0.0,0.0,45,116.0,100.0,0
1033851,49.0,private,48989.0,13,Divorced,tech,caucasian,Female,0.0,0.0,35,,267.0,0
1034940,29.0,government,49228.0,13,Never-married,professional,not_caucasian,Male,0.0,0.0,40,343.0,26.0,0
1006475,28.0,private,70599.5,10,Divorced,craft,caucasian,Male,0.0,0.0,35,270.0,173.0,0
1003136,58.0,self_employed,47382.0,9,Married,sales,caucasian,Male,0.0,0.0,84,214.0,312.0,0
1027023,37.0,private,57795.0,9,Married,factory,caucasian,Male,0.0,0.0,40,,347.0,0
1044710,21.0,government,121167.25,10,Never-married,tech,caucasian,Male,0.0,0.0,40,,,0
1029895,22.0,private,101744.5,13,Never-married,executive,caucasian,Female,,0.0,40,462.0,239.0,0
1036721,53.0,private,,1,Married,professional,not_caucasian,Male,0.0,0.0,30,222.0,,0
1038242,21.0,private,175776.75,9,Never-married,factory,not_caucasian,Male,0.0,0.0,40,47.0,,0
1014466,,government,33284.0,14,Never-married,professional,caucasian,Male,0.0,0.0,35,,384.0,0
1000746,30.0,self_employed,25063.0,9,Married,factory,not_caucasian,Male,0.0,0.0,60,,326.0,0
1005626,37.0,private,47097.75,12,Never-married,tech,caucasian,Male,0.0,0.0,46,231.0,215.0,0
1032829,25.0,private,44189.0,13,Never-married,craft,caucasian,Male,0.0,0.0,40,,225.0,0
1018304,35.0,private,51155.25,12,Divorced,service,caucasian,Female,0.0,0.0,40,,62.0,0
1048382,35.0,private,43698.5,13,Divorced,professional,caucasian,Female,0.0,,56,,,0
1005077,39.0,private,49287.5,9,Divorced,craft,caucasian,Male,0.0,0.0,50,300.0,93.0,0
1040326,26.0,private,26979.0,9,Married,trucker,caucasian,Male,0.0,2002.0,40,327.0,,0
1036595,23.0,,74153.25,10,Never-married,,caucasian,Female,0.0,0.0,32,158.0,41.0,0
1038386,18.0,government,7671.75,10,Never-married,clerical,caucasian,Male,0.0,,10,105.0,479.0,0
1025196,41.0,private,54029.0,9,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,389.0,292.0,0
1040707,39.0,private,36875.0,9,Married,professional,not_caucasian,Female,0.0,0.0,40,117.0,82.0,0
1024725,29.0,government,28513.75,13,Never-married,executive,caucasian,Female,0.0,0.0,40,129.0,,0
1032827,,private,17616.5,11,Divorced,craft,caucasian,Male,0.0,0.0,40,,440.0,0
1028322,25.0,private,62078.25,11,Never-married,clerical,caucasian,Female,0.0,0.0,40,226.0,181.0,0
1007824,51.0,private,22568.75,9,Divorced,sales,caucasian,Female,0.0,0.0,45,18.0,392.0,0
1046896,29.0,,16343.0,10,Divorced,,caucasian,Female,0.0,0.0,40,331.0,134.0,0
1045797,22.0,private,18316.5,10,Never-married,trucker,not_caucasian,Male,0.0,0.0,40,283.0,401.0,0
1036023,40.0,private,58330.0,4,Divorced,service,caucasian,Female,0.0,,25,378.0,114.0,0
1024722,30.0,private,42498.75,9,Divorced,craft,caucasian,Male,0.0,,40,,,0
1009265,56.0,self_employed,49691.5,9,Widowed,sales,caucasian,Male,,0.0,40,495.0,,0
1011220,24.0,private,38766.5,11,Never-married,sales,caucasian,Male,0.0,0.0,40,79.0,134.0,0
1028859,31.0,private,53410.75,9,Married,sales,caucasian,Male,3908.0,,40,,105.0,0
1005820,28.0,private,64648.5,13,Never-married,service,caucasian,Female,0.0,0.0,50,,403.0,0
1041480,38.0,private,30958.25,10,Never-married,service,caucasian,Male,0.0,1408.0,40,353.0,401.0,0
1030287,14.0,private,90798.0,11,Never-married,service,caucasian,Female,0.0,0.0,40,,,0
1032524,58.0,self_employed,7933.0,13,Married,executive,caucasian,Male,0.0,0.0,50,371.0,162.0,0
1001495,20.0,private,39860.5,9,Never-married,clerical,caucasian,Female,0.0,0.0,35,88.0,,0
1035484,30.0,private,54202.75,9,Married,craft,not_caucasian,Male,,0.0,40,361.0,137.0,0
1017329,14.0,private,18657.75,10,Never-married,sales,caucasian,Female,0.0,0.0,50,424.0,,0
1012287,41.0,self_employed,60031.0,10,Married,farm,caucasian,Male,0.0,0.0,50,,30.0,0
1002115,20.0,private,6002.0,10,Never-married,professional,caucasian,Male,0.0,0.0,40,171.0,407.0,0
1016434,21.0,private,74039.5,9,Never-married,craft,caucasian,Male,0.0,0.0,35,78.0,332.0,0
1037253,14.0,private,95826.5,13,Never-married,sales,caucasian,Male,0.0,0.0,40,,,0
1029449,,private,65063.5,9,Never-married,craft,caucasian,Male,0.0,0.0,40,42.0,163.0,0
1019624,41.0,self_employed,34979.0,11,Married,sales,not_caucasian,Male,0.0,2179.0,84,,277.0,0
1011566,26.0,private,32850.25,13,Never-married,executive,caucasian,Female,0.0,0.0,40,226.0,277.0,0
1001208,35.0,private,,9,Divorced,factory,caucasian,Female,0.0,0.0,60,491.0,297.0,0
1011865,34.0,private,45343.0,7,Married,service,caucasian,Female,0.0,,23,21.0,37.0,0
1036781,40.0,self_employed,35611.0,13,Never-married,professional,caucasian,Female,0.0,0.0,45,139.0,321.0,0
1025506,18.0,government,43815.5,12,Married,lawenf,caucasian,Male,0.0,,40,446.0,,0
1043820,,private,11838.25,6,Married,service,caucasian,Female,0.0,0.0,40,312.0,89.0,0
1006343,54.0,self_employed,76238.75,9,Married,executive,caucasian,Male,0.0,0.0,30,,344.0,0
1003688,25.0,private,53345.75,10,Never-married,cleaner,caucasian,Male,,0.0,40,322.0,420.0,0
1016203,35.0,government,76063.0,12,Divorced,executive,not_caucasian,Female,0.0,0.0,40,,181.0,0
1035262,25.0,private,80784.75,13,Never-married,cleaner,caucasian,Male,0.0,0.0,35,351.0,410.0,0
1003445,36.0,government,94918.0,11,Divorced,executive,caucasian,Female,0.0,0.0,60,77.0,391.0,0
1034277,20.0,private,28341.0,13,Never-married,sales,caucasian,Male,0.0,0.0,18,133.0,,0
1043315,37.0,private,27091.5,13,Never-married,trucker,caucasian,Male,0.0,0.0,46,286.0,162.0,0
1000031,56.0,self_employed,46662.75,7,Widowed,service,caucasian,Female,0.0,0.0,50,405.0,36.0,0
1037375,23.0,private,56898.5,8,Never-married,factory,caucasian,Female,0.0,0.0,40,,443.0,0
1045527,48.0,private,35581.5,13,Divorced,professional,caucasian,Female,0.0,0.0,50,185.0,,0
1023692,23.0,private,98653.0,13,Never-married,tech,not_caucasian,Male,0.0,0.0,40,,309.0,0
1023768,23.0,private,69684.0,11,Married,factory,caucasian,Male,0.0,0.0,50,20.0,,0
1044790,34.0,private,64666.5,11,Never-married,tech,caucasian,Female,0.0,1974.0,40,455.0,171.0,0
