,Date,TotalBikesCount,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,DayLightHrs,AvgTempInC,PRCP_IN,DryDay,YearsCount
481,2014-01-27,2499.0,1,0,0,0,0,0,0,0,9.061011455991865,4.2,0.0,1,1.3178082191780822
482,2014-01-28,2466.0,0,1,0,0,0,0,0,0,9.103349097871664,4.75,0.0013779527559055118,0,1.3205479452054794
483,2014-01-29,1899.0,0,0,1,0,0,0,0,0,9.146436579296031,4.85,0.0033464566929133858,0,1.3232876712328767
484,2014-01-30,2229.0,0,0,0,1,0,0,0,0,9.190251411647717,4.5,0.0,1,1.326027397260274
485,2014-01-31,2035.0,0,0,0,0,1,0,0,0,9.234771321283139,4.4,0.0003543307086614173,0,1.3287671232876712
486,2014-02-01,1134.0,0,0,0,0,0,1,0,0,9.27997427452027,4.15,0.00031496062992125983,0,1.3315068493150686
487,2014-02-02,1095.0,0,0,0,0,0,0,1,0,9.325838500647174,4.1,0.0,1,1.3342465753424657
488,2014-02-03,2290.0,1,0,0,0,0,0,0,0,9.372342512975186,3.65,0.0,1,1.336986301369863
489,2014-02-04,2091.0,0,1,0,0,0,0,0,0,9.419465127970254,3.25,0.0,1,1.3397260273972602
490,2014-02-05,2588.0,0,0,1,0,0,0,0,0,9.467185482500614,2.6500000000000004,0.0,1,1.3424657534246576
491,2014-02-06,1562.0,0,0,0,1,0,0,0,0,9.515483049245969,2.5,0.0,1,1.3452054794520547
492,2014-02-07,1572.0,0,0,0,0,1,0,0,0,9.56433765031848,3.05,0.0,1,1.347945205479452
493,2014-02-08,795.0,0,0,0,0,0,1,0,0,9.613729469148625,3.6500000000000004,0.0007874015748031497,0,1.3506849315068492
494,2014-02-09,221.0,0,0,0,0,0,0,1,0,9.663639060694729,3.55,7.874015748031496e-05,0,1.3534246575342466
495,2014-02-10,1428.0,1,0,0,0,0,0,0,0,9.71404736003549,4.3,0.0028346456692913383,0,1.356164383561644
496,2014-02-11,2024.0,0,1,0,0,0,0,0,0,9.764935689408484,4.800000000000001,0.0026377952755905513,0,1.358904109589041
497,2014-02-12,2139.0,0,0,1,0,0,0,0,0,9.816285763759213,4.95,0.0007086614173228346,0,1.3616438356164384
498,2014-02-13,2389.0,0,0,0,1,0,0,0,0,9.868079694864797,5.05,0.00027559055118110237,0,1.3643835616438356
499,2014-02-14,1786.0,0,0,0,0,1,0,0,0,9.920299994099397,4.8,0.0014566929133858267,0,1.367123287671233
500,2014-02-15,658.0,0,0,0,0,0,1,0,0,9.972929573905784,4.65,0.0018110236220472442,0,1.36986301369863
501,2014-02-16,485.0,0,0,0,0,0,0,1,0,10.025951748039965,4.4,0.004094488188976378,0,1.3726027397260274
502,2014-02-17,1028.0,1,0,0,0,0,0,0,1,10.079350230652693,4.35,0.002244094488188976,0,1.3753424657534246
503,2014-02-18,1525.0,0,1,0,0,0,0,0,0,10.133109134272162,4.449999999999999,0.002362204724409449,0,1.378082191780822
504,2014-02-19,2167.0,0,0,1,0,0,0,0,0,10.187212966751105,4.3,0.00015748031496062991,0,1.3808219178082193
505,2014-02-20,2214.0,0,0,0,1,0,0,0,0,10.241646627238328,4.6,0.00047244094488188977,0,1.3835616438356164
506,2014-02-21,1889.0,0,0,0,0,1,0,0,0,10.296395401235637,4.15,0.0004330708661417323,0,1.3863013698630138
507,2014-02-22,624.0,0,0,0,0,0,1,0,0,10.351444954796719,3.95,0.00039370078740157485,0,1.389041095890411
508,2014-02-23,691.0,0,0,0,0,0,0,1,0,10.40678132792416,4.2,0.0009448818897637795,0,1.3917808219178083
509,2014-02-24,1557.0,1,0,0,0,0,0,0,0,10.46239092721875,4.1,0.0020078740157480316,0,1.3945205479452054
510,2014-02-25,2563.0,0,1,0,0,0,0,0,0,10.518260517831461,4.65,3.937007874015748e-05,0,1.3972602739726028
511,2014-02-26,2960.0,0,0,1,0,0,0,0,0,10.574377214768436,4.95,0.0,1,1.4
512,2014-02-27,2721.0,0,0,0,1,0,0,0,0,10.630728473595834,4.75,0.0,1,1.4027397260273973
513,2014-02-28,2829.0,0,0,0,0,1,0,0,0,10.687302080588138,4.9,0.0,1,1.4054794520547946
514,2014-03-01,989.0,0,0,0,0,0,1,0,0,10.744086142364495,4.25,7.874015748031496e-05,0,1.4082191780821918
515,2014-03-02,431.0,0,0,0,0,0,0,1,0,10.80106907505121,4.45,0.002952755905511811,0,1.4109589041095891
516,2014-03-03,1720.0,1,0,0,0,0,0,0,0,10.858239593009827,5.3,0.001653543307086614,0,1.4136986301369863
517,2014-03-04,2053.0,0,1,0,0,0,0,0,0,10.915586697166358,5.15,0.002559055118110236,0,1.4164383561643836
518,2014-03-05,1874.0,0,0,1,0,0,0,0,0,10.973099662974228,5.55,0.007244094488188977,0,1.4191780821917808
519,2014-03-06,1801.0,0,0,0,1,0,0,0,0,11.03076802804438,5.3,0.00047244094488188977,0,1.4219178082191781
520,2014-03-07,2560.0,0,0,0,0,1,0,0,0,11.088581579470995,5.4,0.0,1,1.4246575342465753
521,2014-03-08,726.0,0,0,0,0,0,1,0,0,11.146530340880359,4.95,0.005,0,1.4273972602739726
522,2014-03-09,1142.0,0,0,0,0,0,0,1,0,11.204604559229844,5.4,0.0006692913385826772,0,1.4301369863013698
523,2014-03-10,2145.0,1,0,0,0,0,0,0,0,11.26279469137999,4.85,0.0029133858267716534,0,1.4328767123287671
524,2014-03-11,3416.0,0,1,0,0,0,0,0,0,11.321091390462595,4.9,0.0,1,1.4356164383561645
525,2014-03-12,3665.0,0,0,1,0,0,0,0,0,11.37948549206627,4.949999999999999,0.0,1,1.4383561643835616
526,2014-03-13,3313.0,0,0,0,1,0,0,0,0,11.437968000257646,4.9,7.874015748031496e-05,0,1.441095890410959
527,2014-03-14,2216.0,0,0,0,0,1,0,0,0,11.496530073457754,5.25,0.0010629921259842521,0,1.4438356164383561
528,2014-03-15,1177.0,0,0,0,0,0,1,0,0,11.55516301018932,5.1,0.0012598425196850393,0,1.4465753424657535
529,2014-03-16,375.0,0,0,0,0,0,0,1,0,11.613858234710998,4.55,0.004291338582677166,0,1.4493150684931506
530,2014-03-17,2809.0,1,0,0,0,0,0,0,0,11.672607282553786,4.35,3.937007874015748e-05,0,1.452054794520548
531,2014-03-18,2802.0,0,1,0,0,0,0,0,0,11.731401785972068,4.4,0.0,1,1.4547945205479451
532,2014-03-19,2192.0,0,0,1,0,0,0,0,0,11.790233459323677,4.5,7.874015748031496e-05,0,1.4575342465753425
533,2014-03-20,2691.0,0,0,0,1,0,0,0,0,11.849094084389613,4.35,0.0,1,1.4602739726027398
534,2014-03-21,2652.0,0,0,0,0,1,0,0,0,11.907975495646442,4.4,0.0,1,1.463013698630137
535,2014-03-22,1504.0,0,0,0,0,0,1,0,0,11.966869565501252,4.3,0.0,1,1.4657534246575343
536,2014-03-23,1963.0,0,0,0,0,0,0,1,0,12.025768189500296,4.75,0.0,1,1.4684931506849315
537,2014-03-24,3636.0,1,0,0,0,0,0,0,0,12.084663271522194,5.15,0.0,1,1.4712328767123288
538,2014-03-25,2087.0,0,1,0,0,0,0,0,0,12.143546708964692,5.050000000000001,0.0006299212598425197,0,1.473972602739726
539,2014-03-26,2346.0,0,0,1,0,0,0,0,0,12.202410377936616,4.7,0.0005511811023622047,0,1.4767123287671233
540,2014-03-27,2357.0,0,0,0,1,0,0,0,0,12.261246118463951,4.9,3.937007874015748e-05,0,1.4794520547945205
541,2014-03-28,1525.0,0,0,0,0,1,0,0,0,12.320045719720909,4.9,0.003425196850393701,0,1.4821917808219178
542,2014-03-29,571.0,0,0,0,0,0,1,0,0,12.378800905297153,4.9,0.0021653543307086614,0,1.484931506849315
543,2014-03-30,1320.0,0,0,0,0,0,0,1,0,12.437503318510855,4.65,0.0,1,1.4876712328767123
544,2014-03-31,3436.0,1,0,0,0,0,0,0,0,12.49614450778063,4.8,0.0,1,1.4904109589041097
545,2014-04-01,3791.0,0,1,0,0,0,0,0,0,12.554715912067158,5.1,0.0,1,1.4931506849315068
546,2014-04-02,3672.0,0,0,1,0,0,0,0,0,12.613208846397791,5.0,0.0,1,1.4958904109589042
547,2014-04-03,2623.0,0,0,0,1,0,0,0,0,12.67161448748824,4.949999999999999,0.00039370078740157485,0,1.4986301369863013
548,2014-04-04,2817.0,0,0,0,0,1,0,0,0,12.729923859474603,4.9,0.0,1,1.5013698630136987
549,2014-04-05,1044.0,0,0,0,0,0,1,0,0,12.788127819772818,4.949999999999999,0.0007086614173228346,0,1.5041095890410958
550,2014-04-06,1543.0,0,0,0,0,0,0,1,0,12.846217045080943,5.2,0.0,1,1.5068493150684932
551,2014-04-07,4319.0,1,0,0,0,0,0,0,0,12.90418201754273,5.95,0.0,1,1.5095890410958903
552,2014-04-08,2806.0,0,1,0,0,0,0,0,0,12.962013011092221,5.35,0.0007086614173228346,0,1.5123287671232877
553,2014-04-09,3828.0,0,0,1,0,0,0,0,0,13.019700077998893,5.1,0.0,1,1.515068493150685
554,2014-04-10,3940.0,0,0,0,1,0,0,0,0,13.077233035637079,5.15,0.0,1,1.5178082191780822
555,2014-04-11,3435.0,0,0,0,0,1,0,0,0,13.134601453502121,5.199999999999999,0.0,1,1.5205479452054795
556,2014-04-12,2185.0,0,0,0,0,0,1,0,0,13.191794640500289,5.35,0.0,1,1.5232876712328767
557,2014-04-13,2647.0,0,0,0,0,0,0,1,0,13.248801632538797,5.550000000000001,0.0,1,1.526027397260274
558,2014-04-14,4006.0,1,0,0,0,0,0,0,0,13.305611180445782,5.5,0.0,1,1.5287671232876712
559,2014-04-15,3206.0,0,1,0,0,0,0,0,0,13.362211738252057,5.199999999999999,7.874015748031496e-05,0,1.5315068493150685
560,2014-04-16,2133.0,0,0,1,0,0,0,0,0,13.418591451866932,5.0,0.0016929133858267717,0,1.5342465753424657
561,2014-04-17,1750.0,0,0,0,1,0,0,0,0,13.474738148184992,4.9,0.002874015748031496,0,1.536986301369863
562,2014-04-18,2930.0,0,0,0,0,1,0,0,0,13.530639324660498,5.0,0.0,1,1.5397260273972602
563,2014-04-19,906.0,0,0,0,0,0,1,0,0,13.586282139389715,4.75,0.0021259842519685043,0,1.5424657534246575
564,2014-04-20,1734.0,0,0,0,0,0,0,1,0,13.641653401743932,5.1,0.0,1,1.5452054794520549
565,2014-04-21,3401.0,1,0,0,0,0,0,0,0,13.696739563596429,5.449999999999999,0.0007874015748031497,0,1.547945205479452
566,2014-04-22,2423.0,0,1,0,0,0,0,0,0,13.751526711191344,4.75,0.002204724409448819,0,1.5506849315068494
567,2014-04-23,2832.0,0,0,1,0,0,0,0,0,13.80600055770306,4.8,0.0013779527559055118,0,1.5534246575342465
568,2014-04-24,2511.0,0,0,0,1,0,0,0,0,13.860146436536404,5.0,0.0019291338582677164,0,1.5561643835616439
569,2014-04-25,3194.0,0,0,0,0,1,0,0,0,13.913949295422949,5.0,0.0,1,1.558904109589041
570,2014-04-26,2049.0,0,0,0,0,0,1,0,0,13.967393691366945,5.050000000000001,0.0005118110236220473,0,1.5616438356164384
571,2014-04-27,1402.0,0,0,0,0,0,0,1,0,14.020463786499723,4.75,0.0010629921259842521,0,1.5643835616438355
572,2014-04-28,3758.0,1,0,0,0,0,0,0,0,14.073143344901393,5.05,0.0,1,1.5671232876712329
573,2014-04-29,4803.0,0,1,0,0,0,0,0,0,14.12541573045063,6.300000000000001,0.0,1,1.5698630136986302
574,2014-04-30,5167.0,0,0,1,0,0,0,0,0,14.177263905765574,6.55,0.0,1,1.5726027397260274
575,2014-05-01,5937.0,0,0,0,1,0,0,0,0,14.228670432299158,6.85,0.0,1,1.5753424657534247
576,2014-05-02,4608.0,0,0,0,0,1,0,0,0,14.279617471654097,5.8,0.0,1,1.5780821917808219
577,2014-05-03,1157.0,0,0,0,0,0,1,0,0,14.330086788182793,5.35,0.00515748031496063,0,1.5808219178082192
578,2014-05-04,620.0,0,0,0,0,0,0,1,0,14.380059752937818,5.3,0.0024803149606299215,0,1.5835616438356164
579,2014-05-05,3301.0,1,0,0,0,0,0,0,0,14.429517349038871,5.45,0.0007874015748031497,0,1.5863013698630137
580,2014-05-06,4636.0,0,1,0,0,0,0,0,0,14.478440178521923,5.45,0.0,1,1.5890410958904109
581,2014-05-07,5455.0,0,0,1,0,0,0,0,0,14.526808470733858,5.5,0.0,1,1.5917808219178082
582,2014-05-08,3230.0,0,0,0,1,0,0,0,0,14.574602092336571,5.300000000000001,0.0021259842519685043,0,1.5945205479452054
583,2014-05-09,3036.0,0,0,0,0,1,0,0,0,14.621800558980027,5.05,0.00031496062992125983,0,1.5972602739726027
584,2014-05-10,1725.0,0,0,0,0,0,1,0,0,14.66838304870339,5.25,7.874015748031496e-05,0,1.6
585,2014-05-11,2376.0,0,0,0,0,0,0,1,0,14.714328417117816,5.65,0.0,1,1.6027397260273972
586,2014-05-12,5432.0,1,0,0,0,0,0,0,0,14.759615214421745,6.25,0.0,1,1.6054794520547946
587,2014-05-13,6088.0,0,1,0,0,0,0,0,0,14.804221704294564,6.75,0.0,1,1.6082191780821917
588,2014-05-14,5887.0,0,0,1,0,0,0,0,0,14.84812588470759,6.8999999999999995,0.0,1,1.610958904109589
589,2014-05-15,5300.0,0,0,0,1,0,0,0,0,14.891305510686715,6.75,0.0,1,1.6136986301369862
590,2014-05-16,5742.0,0,0,0,0,1,0,0,0,14.933738119051736,6.05,0.0,1,1.6164383561643836
591,2014-05-17,2041.0,0,0,0,0,0,1,0,0,14.975401055150364,6.05,0.0,1,1.6191780821917807
592,2014-05-18,1937.0,0,0,0,0,0,0,1,0,15.016271501595574,5.949999999999999,0.0,1,1.621917808219178
593,2014-05-19,4702.0,1,0,0,0,0,0,0,0,15.056326509003837,6.0,0.0,1,1.6246575342465754
594,2014-05-20,5678.0,0,1,0,0,0,0,0,0,15.095543028722561,6.1,0.0,1,1.6273972602739726
595,2014-05-21,5229.0,0,0,1,0,0,0,0,0,15.133897947521275,5.949999999999999,0.0,1,1.63013698630137
596,2014-05-22,4910.0,0,0,0,1,0,0,0,0,15.171368124209762,6.449999999999999,0.0,1,1.632876712328767
597,2014-05-23,2556.0,0,0,0,0,1,0,0,0,15.207930428132594,6.15,0.0005905511811023622,0,1.6356164383561644
598,2014-05-24,2155.0,0,0,0,0,0,1,0,0,15.243561779474405,5.85,0.0,1,1.6383561643835616
599,2014-05-25,1234.0,0,0,0,0,0,0,1,0,15.27823919129692,5.5,0.0008661417322834646,0,1.641095890410959
600,2014-05-26,2289.0,1,0,0,0,0,0,0,1,15.311939813211795,5.85,0.0,1,1.643835616438356
601,2014-05-27,5032.0,0,1,0,0,0,0,0,0,15.344640976578505,5.9,0.0,1,1.6465753424657534
602,2014-05-28,4008.0,0,0,1,0,0,0,0,0,15.376320241100375,5.8,0.0,1,1.6493150684931508
603,2014-05-29,4587.0,0,0,0,1,0,0,0,0,15.406955442674663,5.9,0.0,1,1.652054794520548
604,2014-05-30,4869.0,0,0,0,0,1,0,0,0,15.43652474233794,5.85,0.0,1,1.6547945205479453
605,2014-05-31,2887.0,0,0,0,0,0,1,0,0,15.46500667613032,6.2,0.0,1,1.6575342465753424
606,2014-06-01,2601.0,0,0,0,0,0,0,1,0,15.492380205688232,6.15,0.0,1,1.6602739726027398
607,2014-06-02,4914.0,1,0,0,0,0,0,0,0,15.51862476935905,6.300000000000001,0.0,1,1.663013698630137
608,2014-06-03,4670.0,0,1,0,0,0,0,0,0,15.543720333617845,5.85,0.0,1,1.6657534246575343
609,2014-06-04,4863.0,0,0,1,0,0,0,0,0,15.56764744455336,5.85,0.0,1,1.6684931506849314
610,2014-06-05,4675.0,0,0,0,1,0,0,0,0,15.590387279178106,6.1,0.0,1,1.6712328767123288
611,2014-06-06,4382.0,0,0,0,0,1,0,0,0,15.611921696308466,6.4,0.0,1,1.673972602739726
612,2014-06-07,2807.0,0,0,0,0,0,1,0,0,15.63223328675124,6.6,0.0,1,1.6767123287671233
613,2014-06-08,3547.0,0,0,0,0,0,0,1,0,15.651305422527539,6.4,0.0,1,1.6794520547945206
614,2014-06-09,4128.0,1,0,0,0,0,0,0,0,15.669122304860574,6.3,0.0,1,1.6821917808219178
615,2014-06-10,4530.0,0,1,0,0,0,0,0,0,15.685669010651731,6.1,0.0,1,1.6849315068493151
616,2014-06-11,5196.0,0,0,1,0,0,0,0,0,15.700931537170476,6.35,0.0,1,1.6876712328767123
617,2014-06-12,4077.0,0,0,0,1,0,0,0,0,15.71489684468679,6.25,0.00027559055118110237,0,1.6904109589041096
618,2014-06-13,2266.0,0,0,0,0,1,0,0,0,15.72755289678026,5.6,0.000984251968503937,0,1.6931506849315068
619,2014-06-14,1773.0,0,0,0,0,0,1,0,0,15.738888698069767,5.85,0.0,1,1.6958904109589041
620,2014-06-15,1267.0,0,0,0,0,0,0,1,0,15.748894329117904,5.75,7.874015748031496e-05,0,1.6986301369863013
621,2014-06-16,3361.0,1,0,0,0,0,0,0,0,15.757560978279306,5.6,0.0005511811023622047,0,1.7013698630136986
622,2014-06-17,4107.0,0,1,0,0,0,0,0,0,15.764880970278384,5.7,0.00019685039370078743,0,1.704109589041096
623,2014-06-18,4650.0,0,0,1,0,0,0,0,0,15.770847791321007,5.9,0.0,1,1.7068493150684931
624,2014-06-19,4412.0,0,0,0,1,0,0,0,0,15.775456110566743,6.55,0.00011811023622047244,0,1.7095890410958905
625,2014-06-20,3790.0,0,0,0,0,1,0,0,0,15.778701797811166,5.9,3.937007874015748e-05,0,1.7123287671232876
626,2014-06-21,3204.0,0,0,0,0,0,1,0,0,15.780581937253672,6.15,0.0,1,1.715068493150685
627,2014-06-22,2714.0,0,0,0,0,0,0,1,0,15.781094837252823,6.45,0.0,1,1.7178082191780821
628,2014-06-23,4477.0,1,0,0,0,0,0,0,0,15.780240035999618,6.65,0.0,1,1.7205479452054795
629,2014-06-24,4342.0,0,1,0,0,0,0,0,0,15.778018303067991,6.699999999999999,0.0,1,1.7232876712328766
630,2014-06-25,4532.0,0,0,1,0,0,0,0,0,15.774431636831416,6.800000000000001,0.0,1,1.726027397260274
631,2014-06-26,3857.0,0,0,0,1,0,0,0,0,15.769483257764168,6.4,0.0,1,1.7287671232876711
632,2014-06-27,2871.0,0,0,0,0,1,0,0,0,15.763177597675202,6.35,0.00027559055118110237,0,1.7315068493150685
633,2014-06-28,1780.0,0,0,0,0,0,1,0,0,15.75552028495145,6.199999999999999,0.0003543307086614173,0,1.7342465753424658
634,2014-06-29,2312.0,0,0,0,0,0,0,1,0,15.74651812591537,6.2,0.0,1,1.736986301369863
635,2014-06-30,4802.0,1,0,0,0,0,0,0,0,15.736179082427753,6.65,0.0,1,1.7397260273972603
636,2014-07-01,5147.0,0,1,0,0,0,0,0,0,15.724512245892384,7.7,0.0,1,1.7424657534246575
637,2014-07-02,4742.0,0,0,1,0,0,0,0,0,15.711527807841538,6.949999999999999,0.0,1,1.7452054794520548
638,2014-07-03,3759.0,0,0,0,1,0,0,0,0,15.697237027302915,6.4,0.0,1,1.747945205479452
639,2014-07-04,3284.0,0,0,0,0,1,0,0,1,15.681652195166492,6.6,0.0,1,1.7506849315068493
640,2014-07-05,1976.0,0,0,0,0,0,1,0,0,15.664786595786651,6.6,0.0,1,1.7534246575342465
641,2014-07-06,2882.0,0,0,0,0,0,0,1,0,15.646654466067693,7.15,0.0,1,1.7561643835616438
642,2014-07-07,4456.0,1,0,0,0,0,0,0,0,15.627270952291868,7.25,0.0,1,1.7589041095890412
643,2014-07-08,5215.0,0,1,0,0,0,0,0,0,15.606652064957427,7.3,0.0,1,1.7616438356164383
644,2014-07-09,5135.0,0,0,1,0,0,0,0,0,15.584814631898638,6.85,0.0,1,1.7643835616438357
645,2014-07-10,4800.0,0,0,0,1,0,0,0,0,15.561776249963307,6.95,0.0,1,1.7671232876712328
646,2014-07-11,4168.0,0,0,0,0,1,0,0,0,15.537555235522698,7.3500000000000005,0.0,1,1.7698630136986302
647,2014-07-12,2480.0,0,0,0,0,0,1,0,0,15.51217057408642,7.6,0.0,1,1.7726027397260273
648,2014-07-13,2298.0,0,0,0,0,0,0,1,0,15.485641869290697,7.2,0.0,1,1.7753424657534247
649,2014-07-14,4411.0,1,0,0,0,0,0,0,0,15.45798929152053,7.05,0.0,1,1.7780821917808218
650,2014-07-15,4941.0,0,1,0,0,0,0,0,0,15.429233526418688,7.25,0.0,1,1.7808219178082192
651,2014-07-16,5009.0,0,0,1,0,0,0,0,0,15.399395723523142,7.300000000000001,0.0,1,1.7835616438356163
652,2014-07-17,4535.0,0,0,0,1,0,0,0,0,15.368497445262609,6.85,0.0,1,1.7863013698630137
653,2014-07-18,4135.0,0,0,0,0,1,0,0,0,15.336560616527454,6.4,0.0,1,1.789041095890411
654,2014-07-19,2120.0,0,0,0,0,0,1,0,0,15.303607475017571,6.85,0.0,1,1.7917808219178082
655,2014-07-20,1535.0,0,0,0,0,0,0,1,0,15.269660522555164,6.25,0.0,1,1.7945205479452055
656,2014-07-21,4525.0,1,0,0,0,0,0,0,0,15.234742477533814,6.55,0.0,1,1.7972602739726027
657,2014-07-22,4778.0,0,1,0,0,0,0,0,0,15.198876228659103,6.3,3.937007874015748e-05,0,1.8
658,2014-07-23,1989.0,0,0,1,0,0,0,0,0,15.162084790120854,6.1,0.0029921259842519685,0,1.8027397260273972
659,2014-07-24,3002.0,0,0,0,1,0,0,0,0,15.124391258319186,6.2,0.0,1,1.8054794520547945
660,2014-07-25,4072.0,0,0,0,0,1,0,0,0,15.08581877025245,6.35,0.0,1,1.8082191780821917
661,2014-07-26,2710.0,0,0,0,0,0,1,0,0,15.046390463657417,6.75,0.0,1,1.810958904109589
662,2014-07-27,2627.0,0,0,0,0,0,0,1,0,15.006129438978535,7.1000000000000005,0.0,1,1.8136986301369864
663,2014-07-28,4796.0,1,0,0,0,0,0,0,0,14.965058723227331,7.3,0.0,1,1.8164383561643835
664,2014-07-29,5248.0,0,1,0,0,0,0,0,0,14.923201235778919,7.3,0.0,1,1.819178082191781
665,2014-07-30,5059.0,0,0,1,0,0,0,0,0,14.880579756140428,7.15,0.0,1,1.821917808219178
666,2014-07-31,4835.0,0,0,0,1,0,0,0,0,14.837216893711862,7.55,0.0,1,1.8246575342465754
667,2014-08-01,4106.0,0,0,0,0,1,0,0,0,14.79313505955008,7.15,0.0,1,1.8273972602739725
668,2014-08-02,2110.0,0,0,0,0,0,1,0,0,14.748356440134648,7.25,7.874015748031496e-05,0,1.83013698630137
669,2014-08-03,2517.0,0,0,0,0,0,0,1,0,14.702902973124377,7.35,0.0,1,1.832876712328767
670,2014-08-04,4690.0,1,0,0,0,0,0,0,0,14.656796325085745,7.6,0.0,1,1.8356164383561644
671,2014-08-05,4819.0,0,1,0,0,0,0,0,0,14.610057871164216,6.7,0.0,1,1.8383561643835618
672,2014-08-06,4778.0,0,0,1,0,0,0,0,0,14.562708676664426,6.9,0.0,1,1.841095890410959
673,2014-08-07,4553.0,0,0,0,1,0,0,0,0,14.514769480497494,6.699999999999999,0.0,1,1.8438356164383563
674,2014-08-08,3956.0,0,0,0,0,1,0,0,0,14.466260680448237,6.699999999999999,0.0,1,1.8465753424657534
675,2014-08-09,2429.0,0,0,0,0,0,1,0,0,14.417202320211734,7.05,0.0,1,1.8493150684931507
676,2014-08-10,2550.0,0,0,0,0,0,0,1,0,14.367614078142843,7.199999999999999,0.0,1,1.8520547945205479
677,2014-08-11,4325.0,1,0,0,0,0,0,0,0,14.317515257660071,8.0,7.874015748031496e-05,0,1.8547945205479452
678,2014-08-12,3767.0,0,1,0,0,0,0,0,0,14.266924779243668,7.199999999999999,0.001968503937007874,0,1.8575342465753424
679,2014-08-13,3286.0,0,0,1,0,0,0,0,0,14.215861173962766,6.65,0.0033464566929133858,0,1.8602739726027397
680,2014-08-14,4029.0,0,0,0,1,0,0,0,0,14.164342578468935,6.65,0.0,1,1.8630136986301369
681,2014-08-15,3122.0,0,0,0,0,1,0,0,0,14.112386731389314,6.9,0.00015748031496062991,0,1.8657534246575342
682,2014-08-16,2384.0,0,0,0,0,0,1,0,0,14.060010971054131,6.9,0.0,1,1.8684931506849316
683,2014-08-17,2446.0,0,0,0,0,0,0,1,0,14.007232234492893,7.05,0.0,1,1.8712328767123287
684,2014-08-18,4636.0,1,0,0,0,0,0,0,0,13.954067057633532,7.25,0.0,1,1.873972602739726
685,2014-08-19,4934.0,0,1,0,0,0,0,0,0,13.900531576640411,7.05,0.0,1,1.8767123287671232
686,2014-08-20,4189.0,0,0,1,0,0,0,0,0,13.846641530327169,6.4,0.0,1,1.8794520547945206
687,2014-08-21,4324.0,0,0,0,1,0,0,0,0,13.792412263582547,6.1,0.0,1,1.8821917808219177
688,2014-08-22,3835.0,0,0,0,0,1,0,0,0,13.737858731748672,6.55,0.0,1,1.884931506849315
689,2014-08-23,2430.0,0,0,0,0,0,1,0,0,13.682995505892846,6.949999999999999,0.0,1,1.8876712328767122
690,2014-08-24,2419.0,0,0,0,0,0,0,1,0,13.627836778915349,6.65,0.0,1,1.8904109589041096
691,2014-08-25,4983.0,1,0,0,0,0,0,0,0,13.57239637243937,7.1,0.0,1,1.893150684931507
692,2014-08-26,5551.0,0,1,0,0,0,0,0,0,13.516687744428827,7.4,0.0,1,1.895890410958904
693,2014-08-27,5046.0,0,0,1,0,0,0,0,0,13.460723997484887,7.25,0.0,1,1.8986301369863015
694,2014-08-28,4409.0,0,0,0,1,0,0,0,0,13.404517887771261,6.6,0.0,1,1.9013698630136986
695,2014-08-29,3188.0,0,0,0,0,1,0,0,0,13.34808183452329,6.6,0.0,1,1.904109589041096
696,2014-08-30,859.0,0,0,0,0,0,1,0,0,13.291427930096471,6.15,0.0012992125984251969,0,1.906849315068493
697,2014-08-31,1820.0,0,0,0,0,0,0,1,0,13.234567950512284,6.35,0.00019685039370078743,0,1.9095890410958904
698,2014-09-01,2356.0,1,0,0,0,0,0,0,1,13.177513366463101,6.45,0.0,1,1.9123287671232876
699,2014-09-02,3493.0,0,1,0,0,0,0,0,0,13.120275354737629,6.25,0.00047244094488188977,0,1.915068493150685
700,2014-09-03,4121.0,0,0,1,0,0,0,0,0,13.062864810032979,6.2,0.0,1,1.917808219178082
701,2014-09-04,4940.0,0,0,0,1,0,0,0,0,13.005292357120084,6.35,0.0,1,1.9205479452054794
702,2014-09-05,4187.0,0,0,0,0,1,0,0,0,12.947568363330983,6.949999999999999,0.0,1,1.9232876712328768
703,2014-09-06,2400.0,0,0,0,0,0,1,0,0,12.889702951340405,7.45,0.0,1,1.926027397260274
704,2014-09-07,2214.0,0,0,0,0,0,0,1,0,12.83170601221311,6.95,0.0,1,1.9287671232876713
705,2014-09-08,3809.0,1,0,0,0,0,0,0,0,12.773587218693041,6.3,0.0,1,1.9315068493150684
706,2014-09-09,3988.0,0,1,0,0,0,0,0,0,12.71535603871029,6.35,0.0,1,1.9342465753424658
707,2014-09-10,4015.0,0,0,1,0,0,0,0,0,12.6570217490835,6.300000000000001,0.0,1,1.936986301369863
708,2014-09-11,4042.0,0,0,0,1,0,0,0,0,12.598593449398638,6.55,0.0,1,1.9397260273972603
709,2014-09-12,3903.0,0,0,0,0,1,0,0,0,12.540080076043674,6.55,0.0,1,1.9424657534246574
710,2014-09-13,2367.0,0,0,0,0,0,1,0,0,12.481490416382808,6.65,0.0,1,1.9452054794520548
711,2014-09-14,2181.0,0,0,0,0,0,0,1,0,12.422833123053376,6.949999999999999,0.0,1,1.9479452054794522
712,2014-09-15,4450.0,1,0,0,0,0,0,0,0,12.364116728369643,7.05,0.0,1,1.9506849315068493
713,2014-09-16,4338.0,0,1,0,0,0,0,0,0,12.30534965882043,6.45,0.0,1,1.9534246575342467
714,2014-09-17,3725.0,0,0,1,0,0,0,0,0,12.246540249645655,6.55,7.874015748031496e-05,0,1.9561643835616438
